Applicant_Income,Loan_Amount,Credit_Score,Previous_Defaults,Interest_Rate,Loan_Purpose,Number_of_Dependents,Residence_Status,Home_Ownership,Employment_Type,Default
77804,8908,677,0,12.39,Medical,2,Rented,Mortgage,Unemployed,0
128821,32573,675,2,10.23,Education,0,Rented,Own,Self-Employed,0
23754,24187,375,3,12.93,Medical,2,Owned,Mortgage,Self-Employed,0
47044,16957,308,4,8.79,Education,4,Rented,Rent,Self-Employed,0
87260,9379,495,1,14.81,Personal,1,Rented,Mortgage,Retired,0
86912,32959,589,0,14.53,Medical,4,Rented,Mortgage,Salaried,1
145623,21482,360,0,5.9,Medical,2,Mortgaged,Own,Retired,1
28706,32105,688,1,7.34,Medical,3,Mortgaged,Own,Self-Employed,0
28894,5877,307,4,11.91,Medical,2,Owned,Rent,Retired,0
38037,23252,668,2,12.21,Education,2,Mortgaged,Mortgage,Unemployed,0
103986,36334,344,1,13.88,Home Improvement,0,Mortgaged,Rent,Salaried,0
101942,24049,643,2,10.66,Education,3,Owned,Mortgage,Salaried,1
71612,22772,674,4,8.44,Business,0,Mortgaged,Mortgage,Retired,1
49725,7637,326,3,7.22,Personal,0,Rented,Own,Salaried,0
25926,12242,492,3,7.74,Education,4,Rented,Mortgage,Retired,0
124555,47025,656,4,13.13,Education,1,Rented,Own,Unemployed,0
29496,46381,361,2,14.75,Medical,2,Mortgaged,Mortgage,Self-Employed,1
76447,40651,361,1,3.15,Business,3,Owned,Rent,Self-Employed,1
121604,38972,721,4,9.75,Medical,2,Mortgaged,Rent,Unemployed,0
49806,21928,679,4,9.0,Medical,0,Owned,Mortgage,Unemployed,1
108199,33742,576,3,7.2,Home Improvement,1,Rented,Own,Salaried,0
61321,16831,730,1,13.14,Personal,0,Owned,Own,Retired,0
142041,24556,414,3,9.7,Home Improvement,2,Rented,Own,Unemployed,0
122031,30343,420,2,6.41,Medical,4,Mortgaged,Mortgage,Retired,1
85095,27834,824,2,8.05,Personal,2,Mortgaged,Rent,Self-Employed,1
42656,44288,715,0,6.96,Education,0,Owned,Own,Salaried,0
75147,38422,462,4,7.88,Business,3,Mortgaged,Rent,Retired,1
111396,28205,636,1,3.39,Home Improvement,3,Owned,Own,Unemployed,0
69666,23830,678,1,3.9,Business,3,Mortgaged,Mortgage,Salaried,0
102368,13412,623,3,10.3,Medical,3,Mortgaged,Mortgage,Unemployed,1
58787,8666,472,3,11.05,Personal,3,Mortgaged,Own,Self-Employed,0
133767,42045,363,1,10.46,Education,1,Owned,Rent,Unemployed,0
82946,25786,400,3,12.04,Personal,1,Owned,Own,Self-Employed,0
41727,10515,621,0,14.29,Business,4,Owned,Own,Unemployed,0
128351,46973,365,4,13.26,Business,3,Mortgaged,Own,Unemployed,0
115081,31627,757,0,7.73,Education,0,Rented,Rent,Salaried,0
142721,20198,752,2,5.22,Education,0,Owned,Own,Self-Employed,0
130058,8985,558,1,6.4,Personal,2,Rented,Own,Unemployed,1
88056,45935,725,0,9.85,Home Improvement,3,Owned,Mortgage,Unemployed,0
23081,34475,477,0,13.2,Personal,0,Owned,Rent,Retired,1
54196,45216,579,3,11.27,Business,4,Rented,Mortgage,Unemployed,1
56735,24403,643,3,9.29,Personal,0,Rented,Mortgage,Salaried,0
124749,8681,316,3,10.02,Medical,4,Mortgaged,Own,Retired,0
100102,31019,595,2,9.1,Personal,3,Rented,Own,Self-Employed,1
99578,32586,501,0,14.65,Personal,2,Owned,Own,Salaried,0
45498,47292,493,4,12.7,Medical,2,Rented,Mortgage,Salaried,0
96865,42521,448,3,12.27,Business,1,Rented,Rent,Retired,0
51656,44850,674,2,8.97,Education,3,Rented,Rent,Salaried,1
87695,41770,334,2,6.65,Personal,0,Rented,Mortgage,Unemployed,0
57900,10629,668,3,2.74,Home Improvement,2,Mortgaged,Mortgage,Retired,0
148392,32710,328,1,3.04,Education,4,Owned,Rent,Retired,0
137235,35328,520,0,2.88,Home Improvement,4,Owned,Own,Salaried,1
104899,17278,352,3,14.76,Personal,0,Owned,Rent,Self-Employed,0
67701,13417,652,4,3.93,Home Improvement,0,Mortgaged,Mortgage,Self-Employed,1
128777,39765,691,0,4.28,Education,3,Rented,Own,Self-Employed,0
39033,13963,375,2,8.55,Home Improvement,0,Owned,Own,Self-Employed,0
143193,42292,793,4,8.52,Home Improvement,0,Owned,Rent,Salaried,0
30805,30009,821,0,14.0,Education,0,Rented,Own,Unemployed,0
55851,32675,416,4,3.42,Education,2,Owned,Mortgage,Unemployed,0
46832,41175,579,2,14.47,Education,3,Rented,Rent,Retired,1
83437,11731,474,3,5.2,Education,0,Mortgaged,Mortgage,Unemployed,0
135725,45563,594,4,14.63,Medical,0,Owned,Mortgage,Self-Employed,0
33944,16332,750,3,9.27,Personal,4,Owned,Mortgage,Retired,1
39873,24177,817,2,10.65,Education,2,Rented,Rent,Self-Employed,0
60372,28718,320,2,6.45,Business,0,Mortgaged,Mortgage,Retired,0
109464,7911,372,4,10.15,Home Improvement,2,Owned,Mortgage,Retired,1
35379,23799,335,4,11.39,Education,3,Rented,Own,Retired,1
137322,20194,806,2,2.63,Education,3,Mortgaged,Own,Salaried,0
56751,9951,532,4,2.93,Personal,1,Rented,Mortgage,Self-Employed,0
120082,45866,796,4,14.83,Education,4,Owned,Own,Salaried,1
109822,33333,505,4,8.22,Medical,1,Owned,Rent,Salaried,0
25110,26673,725,4,14.2,Business,2,Owned,Own,Retired,0
74341,45870,343,0,11.62,Business,4,Rented,Rent,Self-Employed,0
32087,10565,390,2,7.16,Education,0,Mortgaged,Rent,Unemployed,0
43762,27821,769,2,4.39,Personal,4,Owned,Own,Self-Employed,0
135812,30494,766,1,14.73,Education,4,Owned,Own,Retired,0
102617,38941,753,3,9.81,Home Improvement,3,Rented,Rent,Retired,1
120483,13624,632,1,4.9,Business,1,Owned,Mortgage,Retired,0
29596,5835,806,4,11.02,Home Improvement,3,Rented,Mortgage,Self-Employed,1
123555,23646,769,4,3.65,Medical,3,Owned,Mortgage,Retired,1
127539,16824,320,0,13.35,Business,1,Mortgaged,Mortgage,Retired,1
38313,42335,527,0,3.63,Business,3,Owned,Own,Self-Employed,0
133175,8815,675,0,5.45,Medical,4,Rented,Own,Unemployed,0
86549,7429,429,0,3.64,Home Improvement,2,Owned,Rent,Salaried,0
134914,46950,713,0,3.8,Education,0,Rented,Rent,Salaried,0
43705,46886,370,0,9.05,Personal,0,Rented,Mortgage,Salaried,1
87364,49398,703,0,11.09,Home Improvement,3,Rented,Rent,Unemployed,1
93445,7607,696,0,12.36,Medical,1,Mortgaged,Own,Unemployed,1
123892,30650,636,0,11.19,Medical,4,Mortgaged,Mortgage,Retired,0
98645,43698,804,2,7.04,Medical,3,Owned,Mortgage,Unemployed,0
22023,37353,575,0,9.47,Business,4,Rented,Mortgage,Retired,0
139654,41790,312,3,14.1,Education,4,Mortgaged,Rent,Salaried,0
79796,16991,302,0,7.34,Business,0,Rented,Mortgage,Salaried,0
100073,26168,523,4,5.66,Business,2,Owned,Own,Unemployed,1
112197,36099,474,4,8.99,Business,2,Rented,Mortgage,Salaried,0
84429,44385,684,0,6.22,Medical,1,Mortgaged,Rent,Unemployed,1
124195,40919,540,0,5.77,Home Improvement,2,Mortgaged,Rent,Salaried,0
81627,36416,846,4,12.24,Personal,3,Rented,Mortgage,Self-Employed,0
53848,10580,313,3,13.64,Personal,0,Rented,Mortgage,Unemployed,0
57804,12054,494,1,8.78,Education,0,Rented,Rent,Self-Employed,1
35379,29090,696,2,12.25,Education,4,Rented,Own,Retired,1
79664,45387,730,4,4.84,Medical,3,Rented,Own,Unemployed,0
47766,20823,605,0,9.35,Personal,3,Rented,Mortgage,Retired,0
129126,42341,633,2,10.45,Home Improvement,4,Owned,Mortgage,Retired,0
88099,20339,709,0,8.63,Medical,4,Owned,Mortgage,Retired,0
56060,8491,302,1,3.96,Education,0,Mortgaged,Rent,Salaried,0
114733,5706,751,1,11.68,Medical,3,Rented,Rent,Self-Employed,0
89122,36957,794,4,12.99,Education,2,Owned,Mortgage,Salaried,1
36087,20728,716,2,10.44,Personal,2,Rented,Rent,Unemployed,1
68868,11997,690,2,4.61,Medical,0,Mortgaged,Rent,Salaried,1
139119,43001,672,1,3.43,Business,2,Owned,Own,Salaried,0
43225,43523,351,0,6.27,Education,2,Rented,Rent,Self-Employed,0
115286,30163,675,4,2.96,Business,3,Rented,Mortgage,Salaried,0
26643,22718,694,3,12.99,Education,3,Rented,Own,Salaried,0
113059,26972,441,1,11.29,Business,1,Rented,Rent,Unemployed,1
56727,23231,385,1,9.55,Personal,3,Rented,Own,Salaried,0
31005,44619,763,4,13.62,Personal,1,Rented,Rent,Self-Employed,0
129079,17126,345,0,3.88,Home Improvement,3,Mortgaged,Rent,Unemployed,1
85697,28595,537,2,11.43,Home Improvement,4,Rented,Own,Unemployed,1
36029,45633,309,1,4.33,Home Improvement,3,Rented,Rent,Retired,1
135281,17118,829,4,3.26,Medical,1,Owned,Mortgage,Retired,0
34226,8317,477,4,4.16,Education,2,Rented,Rent,Retired,0
83646,49980,305,4,14.39,Medical,3,Rented,Own,Salaried,0
80603,49115,606,2,8.01,Home Improvement,2,Owned,Own,Self-Employed,0
48731,48158,847,1,3.11,Education,2,Owned,Rent,Self-Employed,0
129458,44828,626,4,9.8,Medical,3,Rented,Mortgage,Retired,0
130384,20504,655,2,5.0,Personal,3,Mortgaged,Rent,Salaried,0
88926,8057,694,0,2.59,Education,4,Owned,Rent,Self-Employed,0
25997,31660,599,3,11.98,Home Improvement,1,Owned,Rent,Salaried,0
75506,42196,825,1,4.44,Personal,3,Rented,Rent,Retired,0
98229,5402,584,2,14.28,Education,2,Owned,Mortgage,Salaried,0
69815,13605,629,3,9.91,Medical,2,Rented,Rent,Unemployed,0
62092,20761,349,3,3.59,Home Improvement,3,Mortgaged,Mortgage,Retired,0
82539,32043,677,2,5.22,Medical,1,Mortgaged,Rent,Salaried,0
86077,38635,837,2,10.14,Personal,2,Rented,Mortgage,Self-Employed,1
41817,18779,443,2,6.73,Personal,4,Mortgaged,Rent,Unemployed,0
57861,20155,359,4,9.15,Personal,2,Rented,Own,Salaried,0
33428,45978,374,0,12.49,Education,1,Owned,Rent,Self-Employed,0
63934,38132,302,4,12.41,Home Improvement,0,Owned,Rent,Unemployed,0
135555,28851,747,3,11.22,Personal,4,Rented,Own,Unemployed,1
134367,20366,574,3,13.58,Medical,4,Rented,Own,Unemployed,1
30258,33408,829,3,4.99,Home Improvement,0,Owned,Rent,Unemployed,1
77775,11571,514,2,4.72,Medical,4,Rented,Mortgage,Salaried,0
101580,19017,784,1,12.49,Medical,4,Owned,Own,Retired,1
114947,44236,628,4,6.51,Personal,4,Rented,Own,Retired,0
25469,9150,554,1,8.9,Home Improvement,2,Owned,Own,Salaried,0
48854,24423,686,0,11.8,Business,2,Mortgaged,Own,Retired,0
26256,9137,425,0,7.45,Education,3,Mortgaged,Own,Self-Employed,0
144086,34992,849,4,4.13,Business,3,Owned,Own,Self-Employed,1
96256,33902,623,3,10.99,Education,2,Owned,Rent,Salaried,0
53937,49921,503,0,12.71,Home Improvement,4,Owned,Rent,Salaried,0
119134,18833,471,1,2.66,Personal,1,Owned,Own,Retired,0
21651,6381,516,1,9.53,Home Improvement,0,Owned,Mortgage,Unemployed,1
70288,13154,544,2,8.37,Business,3,Mortgaged,Mortgage,Unemployed,1
104730,39235,635,3,5.74,Medical,4,Owned,Mortgage,Retired,1
45051,18439,597,2,4.51,Education,3,Rented,Rent,Unemployed,1
47386,24122,481,4,4.85,Education,1,Mortgaged,Rent,Retired,1
95054,28956,633,0,11.56,Business,4,Owned,Rent,Retired,0
131562,22264,810,2,9.2,Personal,2,Rented,Rent,Unemployed,0
36184,49774,682,2,14.76,Home Improvement,1,Mortgaged,Own,Self-Employed,0
53787,8149,498,4,5.54,Business,3,Rented,Own,Self-Employed,1
41621,29660,631,1,14.46,Home Improvement,4,Owned,Mortgage,Self-Employed,1
95564,45660,464,1,8.94,Personal,4,Rented,Mortgage,Salaried,0
97984,25528,541,4,4.33,Medical,0,Rented,Own,Unemployed,0
79792,6168,526,1,4.35,Home Improvement,0,Mortgaged,Mortgage,Salaried,0
65253,40897,750,4,10.11,Personal,0,Rented,Rent,Retired,0
54051,20032,495,1,12.89,Business,2,Rented,Mortgage,Unemployed,0
69811,40294,503,4,11.85,Medical,4,Mortgaged,Rent,Salaried,0
50447,48827,757,1,10.7,Medical,4,Owned,Mortgage,Unemployed,0
148046,8516,556,2,4.65,Medical,3,Rented,Rent,Salaried,1
103930,24751,828,2,3.85,Education,2,Owned,Mortgage,Retired,0
143278,35373,571,1,2.5,Personal,0,Mortgaged,Rent,Self-Employed,0
120037,35270,308,4,3.77,Home Improvement,4,Owned,Own,Salaried,0
50254,15386,500,2,12.08,Business,0,Rented,Own,Salaried,1
104045,41323,358,0,13.69,Medical,1,Rented,Rent,Salaried,0
136859,19157,692,1,5.5,Medical,2,Owned,Own,Retired,0
77418,42879,418,0,12.44,Medical,0,Owned,Mortgage,Retired,0
134534,44520,698,0,4.99,Personal,2,Rented,Own,Salaried,0
34472,44132,630,3,5.62,Business,4,Mortgaged,Rent,Salaried,0
131193,8626,566,0,5.3,Personal,1,Rented,Own,Self-Employed,0
23471,25400,819,0,3.15,Business,3,Rented,Mortgage,Self-Employed,1
127332,41643,779,3,4.93,Home Improvement,1,Owned,Rent,Self-Employed,0
140312,43265,433,3,7.17,Education,2,Rented,Own,Unemployed,1
143379,20979,654,3,7.57,Business,1,Owned,Own,Salaried,0
115804,16529,797,4,6.37,Personal,4,Mortgaged,Own,Unemployed,1
28329,21645,406,3,8.93,Personal,2,Rented,Mortgage,Retired,1
54865,31424,589,4,7.22,Personal,2,Mortgaged,Own,Unemployed,1
66850,18382,446,1,14.63,Education,4,Mortgaged,Mortgage,Retired,1
74220,9025,626,4,12.59,Business,0,Rented,Rent,Unemployed,0
132234,48226,714,1,14.14,Business,3,Owned,Mortgage,Self-Employed,0
113808,18844,509,3,9.47,Business,1,Owned,Own,Salaried,1
128381,9175,595,3,10.98,Business,3,Rented,Rent,Self-Employed,0
26397,35519,697,1,4.58,Medical,3,Owned,Own,Retired,0
117909,14174,402,2,11.91,Medical,4,Owned,Own,Unemployed,0
149004,8443,807,4,5.45,Personal,0,Mortgaged,Mortgage,Salaried,1
55525,26395,508,0,4.32,Medical,3,Owned,Own,Unemployed,1
73072,15725,727,3,3.02,Business,2,Owned,Mortgage,Unemployed,1
110106,38461,692,4,8.4,Business,0,Rented,Rent,Self-Employed,0
103820,46115,408,4,6.08,Medical,4,Mortgaged,Rent,Self-Employed,1
104530,49548,647,3,14.83,Home Improvement,3,Owned,Rent,Self-Employed,0
43284,36351,349,1,5.62,Personal,4,Rented,Own,Retired,1
81330,23196,404,3,13.33,Education,1,Owned,Mortgage,Self-Employed,1
103369,19254,719,4,6.46,Personal,4,Mortgaged,Own,Salaried,1
45122,19021,672,2,11.86,Personal,2,Mortgaged,Own,Unemployed,0
90553,10724,326,1,10.75,Personal,4,Mortgaged,Mortgage,Retired,0
101906,33690,572,3,9.52,Medical,0,Mortgaged,Own,Salaried,0
114788,6407,639,0,7.71,Personal,1,Mortgaged,Rent,Retired,0
82812,13032,600,3,10.89,Business,2,Mortgaged,Mortgage,Salaried,0
27999,22794,779,4,7.59,Personal,1,Rented,Rent,Retired,1
42436,24881,843,4,9.35,Business,2,Mortgaged,Own,Unemployed,1
62963,25756,564,0,9.87,Medical,1,Owned,Own,Retired,0
22096,45162,841,1,5.84,Medical,3,Owned,Rent,Unemployed,0
149940,34416,465,4,6.75,Personal,4,Owned,Own,Retired,1
133737,49354,615,1,2.73,Business,0,Owned,Own,Retired,0
45279,30752,300,1,13.15,Business,0,Mortgaged,Mortgage,Salaried,1
141092,17926,560,3,11.95,Business,3,Mortgaged,Mortgage,Unemployed,1
128899,38765,362,1,4.79,Business,1,Rented,Rent,Salaried,1
134245,19390,782,4,7.03,Education,4,Mortgaged,Own,Retired,1
46201,43867,620,4,7.76,Medical,3,Owned,Rent,Retired,0
39715,26939,500,2,6.68,Business,1,Rented,Own,Unemployed,0
49309,32307,521,1,12.48,Education,4,Rented,Mortgage,Unemployed,0
35078,35828,451,2,11.57,Education,1,Rented,Mortgage,Self-Employed,0
76614,33513,761,3,12.09,Medical,0,Rented,Own,Unemployed,0
25105,29502,516,2,13.8,Home Improvement,4,Mortgaged,Mortgage,Salaried,1
137666,35063,495,1,9.94,Personal,0,Rented,Mortgage,Unemployed,0
114848,27486,501,4,10.18,Medical,0,Mortgaged,Own,Retired,0
22839,43258,533,3,11.52,Home Improvement,4,Rented,Mortgage,Unemployed,1
88920,36692,440,1,11.02,Personal,3,Mortgaged,Own,Self-Employed,0
63619,43384,797,3,13.37,Personal,1,Mortgaged,Rent,Retired,1
62821,20958,356,0,12.13,Personal,4,Owned,Own,Unemployed,0
145736,40016,803,1,4.01,Education,0,Mortgaged,Rent,Retired,0
33493,22232,441,0,14.1,Business,1,Rented,Own,Retired,0
37069,15748,838,2,11.04,Personal,4,Rented,Own,Unemployed,0
132443,15514,405,1,4.09,Business,3,Mortgaged,Own,Self-Employed,1
27531,27738,464,0,12.15,Personal,4,Mortgaged,Own,Self-Employed,0
57051,13695,514,4,6.98,Education,4,Mortgaged,Own,Self-Employed,1
27736,13070,370,2,12.57,Personal,2,Mortgaged,Rent,Self-Employed,1
27710,32765,389,1,14.44,Medical,1,Owned,Mortgage,Unemployed,0
87155,46662,527,1,5.69,Home Improvement,4,Owned,Own,Retired,1
33975,35761,378,4,13.22,Personal,0,Owned,Rent,Retired,0
82424,21698,648,4,12.17,Home Improvement,0,Owned,Rent,Self-Employed,1
65603,20123,545,0,10.89,Home Improvement,2,Owned,Own,Salaried,0
43252,40144,571,0,7.31,Education,0,Mortgaged,Own,Self-Employed,0
100797,30616,702,0,3.87,Home Improvement,4,Owned,Own,Retired,0
21431,42146,415,3,8.55,Education,1,Owned,Rent,Retired,0
94603,16182,734,2,3.82,Personal,2,Mortgaged,Own,Retired,0
57481,29833,829,1,8.75,Business,2,Mortgaged,Own,Salaried,1
112573,38342,741,2,12.75,Education,3,Rented,Mortgage,Unemployed,0
29557,36331,471,4,14.97,Home Improvement,3,Rented,Rent,Unemployed,0
94971,31128,315,2,4.98,Home Improvement,1,Rented,Own,Retired,0
123302,36556,355,2,5.1,Personal,1,Owned,Rent,Self-Employed,0
20162,26969,402,0,12.64,Education,2,Mortgaged,Own,Unemployed,0
54742,26876,583,4,8.36,Personal,4,Rented,Own,Retired,0
39675,13949,816,2,13.95,Education,4,Rented,Rent,Salaried,1
93997,29518,577,1,12.11,Business,3,Owned,Rent,Retired,1
37015,10670,568,0,11.71,Medical,1,Rented,Rent,Retired,0
70057,29099,699,2,3.77,Personal,1,Mortgaged,Rent,Self-Employed,0
52591,44335,802,4,2.95,Home Improvement,4,Mortgaged,Mortgage,Salaried,0
113583,17716,385,1,6.46,Personal,3,Rented,Rent,Salaried,0
146133,43885,619,4,5.22,Education,4,Mortgaged,Own,Self-Employed,0
120318,12837,331,4,11.4,Personal,4,Rented,Own,Self-Employed,0
29833,24159,635,4,8.13,Business,2,Rented,Rent,Retired,1
27896,46266,350,3,9.04,Education,1,Mortgaged,Rent,Salaried,0
52972,41877,378,1,12.67,Home Improvement,2,Mortgaged,Rent,Retired,1
69733,26560,473,4,8.48,Home Improvement,2,Owned,Rent,Retired,0
140363,22106,800,3,9.31,Education,4,Owned,Rent,Self-Employed,1
61800,13720,375,0,13.03,Business,3,Rented,Own,Retired,1
116044,42661,615,3,7.89,Personal,4,Mortgaged,Mortgage,Retired,0
25347,33362,672,0,3.54,Medical,3,Rented,Rent,Self-Employed,1
79063,33258,380,3,9.02,Home Improvement,1,Owned,Rent,Unemployed,1
115850,26782,370,4,9.74,Business,0,Rented,Rent,Unemployed,0
22643,46168,370,3,8.9,Business,1,Mortgaged,Rent,Self-Employed,0
60785,26120,345,3,5.73,Business,4,Mortgaged,Mortgage,Salaried,0
38681,24790,346,4,5.3,Personal,3,Owned,Mortgage,Self-Employed,0
70026,32912,721,0,7.12,Business,0,Rented,Own,Retired,0
123864,47907,448,4,4.58,Business,3,Rented,Rent,Unemployed,1
35892,39812,429,1,10.83,Education,3,Mortgaged,Rent,Self-Employed,0
67299,41160,755,3,10.18,Education,0,Owned,Own,Unemployed,0
37073,24156,804,1,10.4,Business,0,Mortgaged,Own,Retired,0
122304,15672,543,4,5.31,Business,1,Mortgaged,Rent,Unemployed,0
50682,19444,773,4,5.58,Education,2,Owned,Mortgage,Salaried,0
117798,11784,681,2,12.34,Personal,0,Mortgaged,Own,Self-Employed,0
146021,22929,402,1,11.13,Education,2,Rented,Rent,Unemployed,0
116894,6070,788,2,13.44,Education,2,Rented,Rent,Retired,1
144302,27906,336,1,7.54,Education,2,Rented,Rent,Self-Employed,0
34289,39618,848,2,9.34,Education,2,Mortgaged,Own,Retired,1
135359,7939,819,2,11.73,Medical,0,Owned,Own,Salaried,1
27927,34841,632,1,14.68,Home Improvement,3,Owned,Own,Salaried,1
68330,47863,696,4,14.87,Personal,0,Owned,Rent,Salaried,1
86707,21301,595,0,14.99,Personal,0,Owned,Own,Salaried,0
140279,12194,406,4,13.63,Business,4,Owned,Rent,Self-Employed,0
97454,10851,829,0,10.5,Medical,4,Mortgaged,Mortgage,Retired,0
127439,21378,382,1,2.59,Business,1,Owned,Mortgage,Retired,0
124646,5678,587,3,11.24,Personal,2,Rented,Mortgage,Retired,0
85428,35640,760,4,5.48,Personal,2,Mortgaged,Own,Unemployed,0
70601,38756,514,2,3.21,Business,4,Rented,Rent,Self-Employed,0
97465,34777,580,4,11.21,Home Improvement,3,Owned,Own,Self-Employed,1
22539,31183,758,1,11.95,Business,1,Owned,Mortgage,Unemployed,0
122263,32445,643,3,10.74,Home Improvement,3,Rented,Rent,Salaried,1
131487,6502,493,3,7.06,Home Improvement,4,Rented,Mortgage,Retired,0
42669,26665,457,4,8.89,Education,3,Mortgaged,Rent,Self-Employed,0
90968,21198,764,4,14.19,Personal,2,Owned,Own,Salaried,1
40644,26411,403,4,11.62,Education,4,Owned,Rent,Unemployed,0
38745,20867,333,1,8.81,Personal,3,Owned,Mortgage,Retired,1
140852,19266,401,0,9.92,Education,1,Rented,Rent,Retired,0
148081,44422,624,0,14.1,Home Improvement,1,Owned,Rent,Unemployed,0
48228,40208,440,2,7.42,Education,0,Mortgaged,Mortgage,Unemployed,0
138358,48002,773,1,3.77,Medical,4,Mortgaged,Mortgage,Salaried,0
54521,36213,330,3,6.57,Education,4,Rented,Mortgage,Salaried,1
142788,12367,362,2,7.69,Education,4,Rented,Mortgage,Unemployed,1
117239,18490,386,3,5.91,Education,2,Mortgaged,Rent,Salaried,0
46928,40362,603,3,9.11,Medical,2,Rented,Rent,Salaried,0
38322,43285,360,4,6.31,Personal,4,Rented,Mortgage,Unemployed,0
77714,14219,695,3,3.79,Education,3,Owned,Rent,Salaried,1
107896,11310,633,3,4.85,Personal,2,Mortgaged,Mortgage,Self-Employed,1
82292,41307,710,1,13.98,Business,4,Owned,Rent,Unemployed,1
49055,34631,583,4,10.37,Home Improvement,2,Mortgaged,Own,Retired,0
62891,19744,765,4,6.43,Business,0,Owned,Rent,Unemployed,0
101912,24867,379,2,7.09,Medical,1,Mortgaged,Mortgage,Unemployed,0
26588,23625,376,4,8.67,Medical,0,Mortgaged,Own,Salaried,1
110536,11378,839,0,10.91,Personal,4,Mortgaged,Own,Unemployed,1
26304,24149,660,1,9.78,Personal,1,Rented,Mortgage,Salaried,1
27345,47133,376,2,14.16,Education,3,Owned,Mortgage,Salaried,0
49300,16422,808,0,10.32,Business,4,Rented,Rent,Self-Employed,0
44259,32926,463,3,13.88,Personal,3,Rented,Rent,Salaried,0
111006,42679,308,0,2.57,Personal,3,Mortgaged,Own,Retired,0
108553,38171,474,2,13.63,Personal,2,Mortgaged,Rent,Retired,1
35352,18180,761,4,11.52,Home Improvement,2,Rented,Rent,Self-Employed,1
149350,32301,606,1,4.65,Personal,1,Rented,Rent,Self-Employed,1
53365,41931,544,2,5.79,Home Improvement,1,Rented,Own,Self-Employed,0
39446,29014,421,0,9.29,Medical,2,Mortgaged,Rent,Self-Employed,1
22336,35936,484,0,4.06,Education,1,Mortgaged,Rent,Self-Employed,1
82032,19336,331,2,12.32,Business,0,Mortgaged,Mortgage,Retired,1
95415,27200,609,2,12.39,Personal,4,Owned,Own,Salaried,0
117852,10470,671,2,6.26,Home Improvement,0,Rented,Mortgage,Salaried,0
118876,35859,355,4,3.37,Personal,4,Rented,Own,Self-Employed,1
27521,19953,572,2,14.86,Personal,2,Owned,Mortgage,Salaried,0
91707,44044,763,3,5.63,Home Improvement,0,Rented,Mortgage,Salaried,0
43481,43507,755,1,3.34,Personal,3,Rented,Mortgage,Self-Employed,1
38474,32433,548,1,6.62,Business,0,Rented,Mortgage,Unemployed,1
66760,30957,377,3,14.61,Medical,1,Owned,Rent,Retired,1
75718,11523,833,0,12.41,Education,0,Owned,Rent,Salaried,1
64629,26387,407,0,8.5,Personal,2,Rented,Rent,Salaried,0
65232,36169,572,0,6.32,Home Improvement,2,Mortgaged,Mortgage,Retired,1
106544,27990,314,0,7.79,Business,1,Rented,Own,Retired,0
87169,34661,669,4,2.72,Personal,4,Rented,Own,Unemployed,1
147941,18419,603,3,11.48,Medical,1,Mortgaged,Mortgage,Salaried,0
70669,19457,504,1,3.75,Medical,4,Rented,Mortgage,Salaried,0
98021,7064,412,3,8.99,Home Improvement,2,Rented,Rent,Unemployed,1
129153,43083,552,1,9.57,Personal,2,Owned,Mortgage,Retired,0
89184,15566,740,0,2.52,Personal,4,Rented,Rent,Self-Employed,0
67945,38085,485,4,14.75,Personal,0,Mortgaged,Rent,Self-Employed,0
33140,36528,526,2,6.28,Medical,0,Owned,Mortgage,Salaried,1
146468,11130,827,2,3.47,Personal,1,Owned,Own,Retired,0
103457,45187,653,0,13.18,Personal,2,Mortgaged,Own,Salaried,0
34357,7042,300,0,4.4,Personal,0,Mortgaged,Mortgage,Retired,0
131672,9598,719,3,2.81,Personal,2,Owned,Rent,Retired,0
88673,47982,460,4,8.68,Home Improvement,1,Rented,Rent,Self-Employed,0
141673,37886,460,4,4.12,Medical,3,Rented,Own,Self-Employed,0
85633,38477,427,3,14.78,Education,2,Owned,Rent,Salaried,0
96943,33716,450,4,2.63,Home Improvement,3,Rented,Own,Unemployed,1
116111,17601,743,4,3.14,Personal,2,Owned,Mortgage,Unemployed,0
98258,41018,770,2,12.92,Education,4,Mortgaged,Mortgage,Self-Employed,0
32924,13061,762,4,5.5,Business,3,Rented,Rent,Self-Employed,0
89286,13609,329,0,13.89,Education,4,Rented,Mortgage,Salaried,1
113269,40371,772,2,6.39,Home Improvement,4,Owned,Mortgage,Unemployed,0
147563,49814,379,0,3.37,Medical,1,Owned,Rent,Retired,1
94071,22485,338,0,2.63,Home Improvement,1,Rented,Rent,Unemployed,0
77326,25805,539,3,6.03,Medical,0,Rented,Own,Retired,0
110023,12857,636,4,8.42,Medical,3,Rented,Mortgage,Salaried,0
140101,16620,579,4,2.51,Medical,0,Mortgaged,Mortgage,Retired,1
50651,13177,415,4,9.76,Business,3,Rented,Rent,Retired,1
90202,35111,568,4,6.67,Education,1,Rented,Mortgage,Unemployed,0
68777,28042,634,2,7.38,Home Improvement,1,Owned,Own,Unemployed,1
36994,23645,611,1,5.77,Home Improvement,1,Mortgaged,Own,Unemployed,0
87263,29405,352,0,9.11,Medical,3,Owned,Rent,Unemployed,0
79634,16826,367,1,5.38,Business,1,Rented,Mortgage,Retired,0
120158,18890,333,1,4.19,Business,0,Mortgaged,Own,Unemployed,1
30800,21892,685,1,13.63,Personal,4,Rented,Mortgage,Retired,0
