Applicant_Income,Loan_Amount,Credit_Score,Debt_to_Income_Ratio,Employment_History,Previous_Defaults,Loan_Term,Interest_Rate,Loan_Purpose,Marital_Status,Number_of_Dependents,Residence_Status,Bankruptcies,Annual_Expenses,Co-Applicant_Income,Education_Level,Self_Employed,Home_Ownership,Credit_History_Length,Missed_Payments,Loan_Application_Type,Monthly_Installment,Employment_Type,State,Default
136086,58715,758,0.76,12,2,60,9.0,Education,Single,2,Rented,1,56165,8042,High School,0,Own,4,10,Individual,4124,Salaried,NY,0
38411,6730,764,0.23,33,2,24,6.72,Medical,Married,1,Owned,1,54928,108854,Bachelor's,0,Own,28,3,Individual,4756,Salaried,IL,0
36469,44747,463,0.6,32,4,24,9.99,Education,Married,4,Owned,1,83211,3515,Bachelor's,0,Mortgage,5,10,Individual,746,Self-Employed,CA,0
158399,53205,322,0.72,25,1,36,6.54,Home Improvement,Divorced,1,Rented,0,37481,93252,PhD,0,Own,13,1,Joint,3907,Self-Employed,IL,1
93805,16070,512,0.84,1,0,36,7.65,Medical,Married,4,Rented,3,70661,41808,PhD,0,Rent,21,8,Joint,3039,Self-Employed,MI,0
66830,44798,357,0.22,30,0,36,3.1,Home Improvement,Single,0,Mortgaged,2,67615,95423,Bachelor's,0,Rent,15,3,Joint,172,Unemployed,IL,1
134403,13275,839,0.69,0,2,36,14.36,Personal,Married,0,Mortgaged,2,37381,76497,Bachelor's,0,Mortgage,28,6,Joint,1352,Unemployed,IL,0
123096,31017,725,0.52,43,3,36,11.82,Personal,Divorced,1,Rented,0,106780,55500,Master's,0,Rent,31,10,Joint,3869,Salaried,MI,0
81242,18566,503,0.31,16,0,48,7.44,Home Improvement,Married,4,Owned,0,45724,28033,High School,0,Rent,19,6,Individual,1787,Self-Employed,GA,0
47603,37777,516,0.84,34,4,48,15.25,Personal,Widowed,1,Rented,3,16079,47950,Master's,0,Own,13,7,Individual,2138,Unemployed,OH,0
137422,14205,316,0.32,11,1,36,9.28,Medical,Widowed,0,Mortgaged,3,105488,68888,PhD,0,Rent,34,10,Individual,4428,Self-Employed,TX,0
70614,24367,819,0.65,17,1,72,7.68,Home Improvement,Widowed,0,Owned,3,50488,28178,Bachelor's,1,Own,27,10,Joint,439,Unemployed,CA,0
145780,18264,526,0.77,12,0,12,13.99,Home Improvement,Married,0,Rented,3,14760,36320,Bachelor's,0,Rent,1,1,Individual,3081,Retired,NC,1
103102,28130,403,0.46,28,3,72,12.62,Personal,Widowed,4,Owned,1,60213,89621,High School,0,Mortgage,26,6,Individual,1987,Self-Employed,OH,0
32305,52531,376,0.75,0,4,48,5.63,Personal,Divorced,4,Mortgaged,2,16662,104811,PhD,0,Own,10,11,Joint,326,Unemployed,NY,0
89096,19596,335,0.23,35,3,12,13.75,Medical,Married,0,Rented,3,78039,60522,High School,0,Rent,20,1,Individual,3065,Retired,MI,0
30083,56060,612,0.38,10,3,24,11.5,Personal,Divorced,5,Mortgaged,1,77775,71990,High School,0,Rent,32,6,Individual,3451,Self-Employed,IL,0
35558,54409,816,0.34,14,3,12,14.96,Education,Divorced,2,Rented,2,24236,80974,Master's,0,Mortgage,18,6,Individual,5389,Retired,MI,0
126671,21165,587,0.84,39,0,24,11.28,Business,Divorced,1,Rented,1,47999,83602,High School,1,Own,26,1,Individual,2462,Unemployed,OH,0
62191,41284,551,0.12,27,4,60,11.33,Education,Widowed,0,Rented,2,59961,55184,High School,1,Rent,3,1,Individual,676,Unemployed,PA,0
45373,36722,770,0.24,29,0,72,5.74,Education,Married,4,Mortgaged,3,63736,48217,Master's,0,Rent,15,1,Individual,1013,Salaried,OH,0
36736,6963,302,0.78,35,2,60,12.47,Home Improvement,Divorced,4,Rented,3,85835,31205,High School,0,Own,17,7,Joint,2610,Unemployed,FL,0
137063,16599,707,0.8,28,0,24,2.37,Education,Single,3,Owned,3,92320,100590,High School,0,Own,34,4,Joint,4670,Self-Employed,CA,1
92914,59505,780,0.73,0,5,12,7.52,Home Improvement,Widowed,0,Owned,1,99054,65344,High School,0,Mortgage,20,9,Joint,944,Salaried,TX,1
99060,31232,402,0.68,9,5,36,9.03,Personal,Widowed,4,Mortgaged,2,78030,52627,Master's,0,Mortgage,20,2,Joint,5551,Self-Employed,IL,0
152655,36677,812,0.26,14,0,72,11.03,Medical,Married,5,Owned,2,32591,78377,High School,0,Own,1,2,Individual,4635,Salaried,GA,0
56568,29423,389,0.47,9,4,36,4.34,Home Improvement,Widowed,4,Mortgaged,2,55171,101343,Master's,0,Own,18,8,Joint,2738,Retired,NC,0
69476,46137,596,0.45,12,5,60,15.99,Home Improvement,Single,3,Owned,3,95858,98666,High School,0,Rent,34,8,Joint,4162,Self-Employed,PA,0
147270,24669,452,0.79,21,3,36,4.09,Business,Married,4,Rented,3,76982,28601,PhD,1,Rent,6,5,Individual,4329,Salaried,TX,1
71724,29321,314,0.41,3,4,24,11.5,Home Improvement,Married,2,Owned,2,85816,20628,PhD,0,Mortgage,30,6,Joint,5909,Unemployed,NC,1
88931,31061,374,0.15,43,0,12,9.61,Education,Widowed,1,Mortgaged,3,87669,31231,Master's,1,Rent,15,4,Joint,5500,Salaried,OH,0
115466,32197,354,0.23,27,1,24,8.48,Home Improvement,Widowed,3,Owned,2,30795,88722,PhD,0,Rent,18,1,Individual,5173,Self-Employed,OH,0
46383,10135,376,0.72,3,2,24,5.33,Medical,Divorced,0,Owned,1,115442,101196,High School,0,Mortgage,26,4,Individual,790,Salaried,NC,0
148449,30520,788,0.45,5,5,48,6.88,Education,Married,2,Owned,2,79866,18278,High School,1,Own,32,9,Individual,2658,Retired,NY,0
123990,51317,694,0.13,12,3,24,9.68,Education,Single,0,Mortgaged,2,16251,97076,High School,0,Rent,6,6,Individual,4501,Self-Employed,TX,1
85469,40210,584,0.13,4,3,72,10.58,Medical,Married,4,Owned,3,46677,53009,PhD,0,Own,16,4,Individual,5377,Salaried,TX,0
88543,22735,719,0.75,14,0,60,11.92,Education,Married,3,Rented,0,65079,21773,Master's,0,Mortgage,27,10,Joint,2459,Unemployed,TX,0
140282,29472,717,0.35,2,4,24,15.01,Home Improvement,Widowed,3,Owned,1,93357,103709,PhD,0,Own,26,7,Individual,5945,Salaried,NC,1
113334,22536,420,0.14,28,0,60,6.95,Education,Divorced,0,Rented,0,87639,80429,High School,1,Mortgage,29,8,Individual,782,Retired,NY,0
26328,41789,400,0.37,6,1,12,13.49,Home Improvement,Divorced,0,Mortgaged,1,117868,67731,Bachelor's,0,Rent,17,4,Individual,2464,Retired,CA,0
133368,46080,356,0.83,2,1,12,5.79,Business,Married,4,Mortgaged,2,75787,43615,Bachelor's,1,Mortgage,3,2,Individual,4147,Self-Employed,CA,0
27373,51291,678,0.61,5,4,60,6.9,Home Improvement,Married,4,Mortgaged,1,40979,6056,Master's,0,Mortgage,11,0,Individual,719,Retired,GA,0
130566,55990,427,0.73,1,5,48,5.71,Home Improvement,Widowed,5,Owned,1,38928,42086,Bachelor's,0,Rent,14,3,Joint,5695,Retired,MI,0
128870,43616,434,0.24,20,1,24,3.32,Medical,Divorced,5,Mortgaged,3,71515,37384,PhD,0,Own,8,3,Individual,2041,Self-Employed,IL,1
89511,59813,533,0.34,32,1,12,14.47,Medical,Single,4,Mortgaged,3,50444,8761,Master's,0,Mortgage,34,10,Joint,4070,Self-Employed,IL,1
82397,9222,335,0.76,38,2,48,11.46,Business,Widowed,5,Mortgaged,1,56444,76028,PhD,0,Own,13,3,Joint,3899,Unemployed,NC,0
127048,9653,389,0.5,17,3,24,7.35,Education,Divorced,0,Mortgaged,0,97224,91208,PhD,1,Rent,19,5,Individual,4302,Self-Employed,OH,1
142150,25941,662,0.35,6,1,36,14.43,Home Improvement,Single,1,Rented,1,110358,104685,Master's,0,Mortgage,9,5,Individual,483,Retired,NC,0
101469,42063,719,0.67,25,1,72,3.26,Education,Widowed,1,Owned,2,103529,95317,Master's,0,Mortgage,2,11,Joint,1049,Retired,NY,0
73891,41179,602,0.2,10,4,60,2.89,Personal,Widowed,3,Owned,3,43279,29521,Master's,0,Mortgage,3,3,Individual,367,Salaried,NC,0
68305,7955,341,0.15,26,2,48,14.95,Personal,Married,2,Rented,3,89404,23591,PhD,0,Mortgage,20,1,Joint,2587,Self-Employed,GA,0
52498,52173,506,0.46,36,3,60,8.45,Home Improvement,Married,1,Mortgaged,1,109692,109329,PhD,1,Rent,5,6,Joint,1502,Unemployed,GA,0
64390,42724,823,0.53,20,5,60,7.8,Medical,Widowed,5,Owned,0,83191,17572,PhD,1,Rent,14,11,Joint,3980,Self-Employed,FL,0
100083,25457,542,0.4,1,3,24,4.32,Education,Divorced,4,Mortgaged,2,114902,44845,Master's,0,Own,21,9,Individual,4478,Self-Employed,NY,1
40266,14352,749,0.25,27,1,60,7.74,Home Improvement,Widowed,5,Mortgaged,3,16078,951,High School,0,Mortgage,3,9,Joint,5809,Salaried,GA,0
154777,47941,684,0.12,3,3,36,6.54,Medical,Married,4,Rented,1,116378,14209,High School,1,Mortgage,25,10,Individual,3924,Self-Employed,IL,0
36781,16300,612,0.75,35,2,12,14.03,Personal,Married,5,Mortgaged,1,99789,59436,Bachelor's,0,Own,21,7,Individual,2277,Self-Employed,IL,0
56824,9931,479,0.12,4,2,12,7.44,Home Improvement,Widowed,5,Mortgaged,2,81778,22212,PhD,0,Rent,31,3,Individual,315,Self-Employed,GA,0
35342,57653,583,0.83,26,2,24,6.73,Personal,Married,4,Rented,2,41122,53434,High School,0,Own,6,5,Individual,4348,Salaried,TX,1
85799,39836,481,0.32,36,1,48,3.95,Education,Married,5,Mortgaged,2,107119,19772,High School,1,Rent,24,7,Individual,4047,Unemployed,OH,0
26570,24515,414,0.64,10,3,36,5.68,Personal,Single,0,Owned,2,110852,65390,Bachelor's,1,Mortgage,5,7,Joint,2705,Unemployed,NY,0
88936,14997,444,0.13,41,2,60,5.13,Home Improvement,Married,3,Mortgaged,3,109353,23068,PhD,0,Mortgage,23,6,Individual,568,Retired,IL,0
119283,17509,669,0.64,39,5,60,12.36,Home Improvement,Divorced,4,Rented,2,38545,49435,High School,0,Rent,27,11,Individual,5290,Retired,NC,0
92410,40481,317,0.1,35,1,36,14.27,Business,Single,2,Rented,2,84468,90634,Master's,0,Mortgage,19,7,Joint,4813,Salaried,PA,0
96171,10183,801,0.76,12,3,12,4.78,Personal,Single,0,Owned,2,95142,55294,Bachelor's,0,Mortgage,9,11,Individual,1917,Unemployed,CA,0
146431,14959,424,0.16,10,4,24,10.62,Education,Married,1,Owned,3,22462,20121,High School,0,Mortgage,1,3,Joint,3463,Salaried,MI,0
106386,28839,364,0.38,10,3,24,14.23,Business,Single,3,Rented,0,41487,42516,High School,0,Own,11,1,Joint,2023,Self-Employed,GA,0
153575,30331,817,0.8,39,0,36,8.37,Medical,Widowed,2,Rented,0,46563,40721,Master's,0,Own,9,0,Individual,334,Retired,GA,0
119061,47250,755,0.19,13,1,48,2.32,Home Improvement,Divorced,3,Mortgaged,2,55733,95032,High School,1,Rent,18,11,Joint,918,Unemployed,OH,0
86918,10488,315,0.61,16,0,60,7.93,Home Improvement,Widowed,4,Rented,0,87171,30932,Master's,0,Rent,3,7,Joint,5172,Salaried,TX,1
145899,25776,495,0.54,23,4,72,7.48,Education,Widowed,5,Owned,0,34841,44075,PhD,0,Rent,26,7,Joint,2081,Unemployed,TX,0
130512,26293,684,0.78,12,3,24,14.26,Medical,Widowed,5,Rented,3,23719,84738,High School,0,Mortgage,34,6,Individual,1992,Retired,FL,1
108264,38058,682,0.8,12,3,60,6.9,Home Improvement,Widowed,3,Owned,1,108039,50478,High School,0,Mortgage,32,5,Joint,1344,Salaried,TX,1
98219,12513,312,0.7,0,4,24,15.75,Business,Widowed,3,Rented,3,46309,17006,Bachelor's,1,Rent,28,10,Individual,5702,Retired,GA,0
155568,38483,845,0.68,35,3,72,3.67,Personal,Married,1,Rented,1,75852,67878,High School,0,Mortgage,32,8,Joint,1734,Self-Employed,IL,1
79242,9839,390,0.27,1,1,24,11.21,Medical,Divorced,4,Mortgaged,1,116692,47995,Master's,0,Rent,29,6,Joint,3232,Retired,NC,0
83824,35004,626,0.42,43,1,12,5.65,Home Improvement,Married,0,Owned,3,37774,24569,PhD,0,Rent,30,9,Joint,5379,Self-Employed,CA,0
148838,32913,444,0.42,36,4,72,2.41,Business,Married,3,Rented,0,80332,47805,High School,0,Own,27,6,Individual,1693,Retired,IL,0
96148,45735,466,0.45,4,4,36,9.58,Business,Married,3,Mortgaged,1,67302,74510,PhD,0,Own,8,8,Individual,5562,Unemployed,NY,0
63317,9662,358,0.11,24,2,72,14.33,Medical,Married,3,Owned,2,113479,58702,Master's,0,Mortgage,16,2,Individual,1207,Self-Employed,CA,0
56439,11123,796,0.77,2,1,48,8.2,Education,Married,2,Rented,1,68044,36804,Bachelor's,0,Rent,18,9,Individual,4653,Self-Employed,NC,0
62376,34317,836,0.27,39,5,24,2.05,Business,Divorced,1,Owned,3,32284,34455,Bachelor's,1,Rent,20,5,Joint,2177,Retired,MI,0
104874,43868,528,0.28,16,1,36,7.39,Home Improvement,Single,3,Rented,2,55662,87709,High School,0,Rent,33,4,Individual,2726,Self-Employed,NY,1
117116,24367,760,0.34,26,1,12,7.39,Business,Divorced,1,Rented,2,16029,48664,Bachelor's,0,Own,22,1,Individual,2791,Self-Employed,CA,0
150717,45337,326,0.48,8,0,60,12.65,Business,Married,0,Mortgaged,3,50690,63789,PhD,1,Mortgage,22,7,Joint,4835,Self-Employed,FL,0
105407,39199,637,0.19,5,1,60,11.3,Home Improvement,Widowed,4,Rented,1,46883,57534,PhD,1,Own,3,9,Joint,4916,Self-Employed,OH,0
27736,41110,593,0.31,25,4,24,4.09,Home Improvement,Divorced,1,Mortgaged,2,107981,9906,Bachelor's,0,Own,26,10,Individual,4755,Self-Employed,PA,1
27894,22466,381,0.82,26,1,12,13.86,Personal,Widowed,3,Mortgaged,1,39134,77906,PhD,0,Rent,17,8,Individual,1201,Unemployed,PA,0
98584,13985,480,0.33,28,2,48,3.03,Home Improvement,Single,4,Owned,2,59985,62875,Master's,0,Mortgage,24,8,Individual,3245,Unemployed,TX,0
157656,56585,325,0.39,40,1,24,13.54,Education,Widowed,0,Owned,1,111022,4872,High School,0,Mortgage,2,0,Individual,5262,Salaried,MI,1
110364,39673,817,0.46,33,1,48,11.73,Medical,Single,3,Owned,1,39101,23599,PhD,0,Rent,13,11,Joint,4717,Self-Employed,TX,1
54714,18310,647,0.47,31,5,12,9.99,Medical,Single,1,Mortgaged,2,13752,53384,Master's,0,Rent,19,11,Joint,5555,Retired,FL,1
54657,31132,456,0.64,38,4,48,5.5,Education,Widowed,1,Rented,0,58258,57975,High School,0,Own,17,0,Joint,740,Unemployed,MI,0
30750,38572,632,0.78,22,3,24,2.44,Personal,Divorced,3,Rented,0,53983,56218,PhD,0,Own,22,8,Individual,1705,Self-Employed,MI,0
107296,19954,527,0.18,40,1,36,3.56,Business,Single,1,Rented,0,70634,60371,Bachelor's,0,Mortgage,12,6,Individual,3671,Salaried,PA,0
105173,56881,797,0.79,23,4,60,6.59,Personal,Widowed,5,Owned,1,90443,55270,Bachelor's,0,Own,10,8,Joint,4353,Retired,OH,0
116777,8689,530,0.55,20,1,60,13.52,Home Improvement,Divorced,3,Owned,1,108556,43548,High School,0,Own,17,11,Individual,4091,Self-Employed,OH,0
72476,24688,367,0.68,16,4,24,9.99,Home Improvement,Widowed,3,Rented,2,44077,68201,Bachelor's,0,Mortgage,25,1,Joint,4673,Salaried,CA,0
149409,46370,711,0.16,16,2,24,14.61,Personal,Married,2,Rented,3,118964,73145,Bachelor's,0,Rent,18,9,Joint,5704,Retired,GA,0
143594,12176,699,0.3,22,5,12,12.33,Home Improvement,Widowed,0,Mortgaged,0,106334,45624,Master's,0,Mortgage,17,1,Individual,4708,Salaried,CA,0
50079,57987,575,0.28,40,1,72,11.97,Personal,Single,3,Mortgaged,0,107415,18686,PhD,0,Mortgage,14,8,Individual,5128,Self-Employed,NY,1
121857,17507,555,0.66,27,5,48,5.31,Personal,Married,0,Rented,1,31809,83670,PhD,0,Mortgage,2,9,Individual,2586,Salaried,MI,0
93520,13881,537,0.68,25,0,48,15.37,Home Improvement,Divorced,2,Owned,0,81202,25628,PhD,0,Mortgage,17,3,Individual,3776,Self-Employed,OH,1
83432,58222,427,0.38,9,3,24,7.55,Home Improvement,Divorced,2,Owned,0,112123,35597,Bachelor's,0,Own,31,4,Joint,4637,Self-Employed,GA,0
127073,59469,691,0.44,3,2,60,7.05,Business,Divorced,0,Owned,3,118573,54022,High School,0,Mortgage,2,7,Individual,1324,Self-Employed,FL,0
159043,35665,734,0.49,34,3,12,14.32,Personal,Married,0,Owned,3,112932,45151,Master's,1,Rent,19,0,Joint,1909,Salaried,CA,0
115450,10846,704,0.62,38,3,72,7.48,Business,Divorced,4,Owned,2,47101,844,Bachelor's,0,Rent,5,3,Joint,4716,Retired,FL,0
111453,42509,721,0.18,29,5,36,5.65,Business,Divorced,1,Rented,3,117654,98278,Bachelor's,0,Own,15,9,Individual,5972,Salaried,OH,0
114087,40512,521,0.77,31,0,48,14.71,Medical,Widowed,2,Rented,2,62063,32580,High School,1,Rent,20,5,Joint,4102,Unemployed,FL,1
50451,46745,412,0.63,41,3,36,3.49,Home Improvement,Widowed,3,Owned,2,65296,4214,Master's,0,Own,7,11,Individual,472,Self-Employed,PA,0
80243,50779,470,0.17,2,0,24,2.79,Medical,Divorced,5,Owned,1,33213,81413,PhD,1,Own,25,0,Joint,3772,Retired,TX,0
135764,15006,783,0.27,16,5,60,13.25,Personal,Widowed,0,Rented,0,87205,39237,Bachelor's,0,Rent,34,0,Individual,5532,Salaried,PA,0
26518,30765,793,0.75,42,4,48,12.27,Education,Married,4,Mortgaged,0,70182,84993,Bachelor's,0,Own,21,5,Individual,1980,Salaried,GA,0
61372,17849,424,0.31,17,1,48,6.6,Business,Married,0,Rented,1,100949,49061,Master's,1,Rent,11,5,Individual,4014,Salaried,FL,0
50361,46472,401,0.12,44,2,48,10.82,Education,Married,5,Rented,2,49204,79029,High School,0,Own,4,3,Joint,1390,Self-Employed,IL,1
137500,22308,729,0.48,21,1,12,8.13,Home Improvement,Married,1,Rented,1,83179,59031,Bachelor's,0,Own,5,2,Individual,4594,Self-Employed,TX,0
33849,23380,465,0.65,18,3,60,14.79,Medical,Divorced,4,Owned,3,99785,24776,Master's,1,Mortgage,2,9,Joint,3481,Unemployed,NC,1
157762,50580,611,0.71,13,3,60,14.97,Business,Married,1,Mortgaged,2,50573,38624,High School,0,Mortgage,20,8,Individual,3172,Unemployed,GA,1
71166,36529,674,0.2,19,2,24,2.14,Home Improvement,Single,1,Rented,2,83798,46597,Master's,0,Own,1,4,Joint,5922,Retired,PA,0
90384,57292,381,0.56,40,1,12,8.94,Education,Married,1,Rented,2,67327,27548,PhD,0,Own,5,10,Individual,4709,Self-Employed,NY,1
105957,26776,564,0.42,24,2,60,6.2,Business,Divorced,5,Mortgaged,2,47475,31953,Bachelor's,0,Own,3,0,Joint,5299,Salaried,PA,0
30701,26520,523,0.13,25,1,48,4.09,Personal,Single,4,Owned,2,71390,68558,Master's,0,Rent,34,0,Individual,2973,Unemployed,TX,0
55393,45836,677,0.2,19,1,60,8.8,Business,Widowed,4,Rented,0,55453,40574,High School,0,Own,18,0,Individual,3099,Unemployed,TX,0
38164,33748,709,0.36,16,1,24,13.18,Medical,Single,1,Mortgaged,1,81306,4256,Master's,1,Rent,21,5,Joint,1083,Unemployed,MI,0
77037,57460,447,0.51,13,0,12,2.38,Personal,Divorced,3,Owned,0,117931,95825,High School,0,Own,1,6,Individual,2173,Self-Employed,NY,0
92550,36618,420,0.42,40,0,48,13.52,Personal,Married,2,Owned,1,105540,44075,PhD,0,Rent,26,8,Individual,3880,Unemployed,FL,1
80856,43918,805,0.37,24,4,72,3.72,Home Improvement,Divorced,4,Rented,2,25440,39682,High School,1,Mortgage,25,5,Individual,3528,Unemployed,OH,0
109201,30007,693,0.63,8,1,48,13.35,Business,Widowed,2,Mortgaged,0,57320,106037,PhD,0,Mortgage,27,6,Joint,3738,Salaried,IL,0
42188,25575,848,0.64,44,2,72,14.78,Education,Divorced,5,Rented,3,73514,9206,Master's,1,Mortgage,1,1,Joint,2029,Retired,FL,0
141275,13334,661,0.32,10,5,72,7.62,Education,Widowed,0,Owned,2,71288,13453,PhD,0,Mortgage,7,11,Individual,3468,Salaried,PA,0
143802,27766,353,0.38,17,5,72,8.83,Business,Divorced,5,Owned,3,13457,70135,Bachelor's,0,Own,31,5,Joint,4178,Self-Employed,TX,0
119819,29978,464,0.4,31,0,48,2.86,Personal,Single,1,Rented,2,19523,82124,High School,0,Rent,19,0,Joint,1831,Self-Employed,OH,0
58620,44708,360,0.34,34,2,60,8.74,Business,Widowed,3,Owned,3,83034,39945,High School,0,Rent,14,0,Joint,3865,Self-Employed,NY,1
64235,29972,378,0.84,40,5,24,11.73,Personal,Divorced,3,Mortgaged,1,104911,49393,Bachelor's,0,Mortgage,26,2,Individual,5490,Unemployed,NY,0
30729,20459,718,0.59,36,1,48,9.15,Business,Married,2,Rented,3,12481,33596,Bachelor's,0,Rent,16,8,Joint,5864,Retired,CA,0
132842,57387,399,0.39,39,0,60,11.42,Business,Widowed,5,Owned,2,68384,45390,Master's,0,Own,7,11,Individual,5848,Retired,PA,0
117957,14135,638,0.64,11,3,60,3.81,Medical,Divorced,4,Rented,0,85057,99691,Bachelor's,0,Mortgage,34,11,Individual,3224,Unemployed,PA,1
107391,46389,622,0.24,25,3,48,4.41,Home Improvement,Widowed,4,Rented,3,56308,66294,PhD,1,Own,24,7,Joint,1559,Salaried,FL,1
139171,49637,804,0.45,43,5,72,6.49,Education,Single,5,Mortgaged,0,56306,42093,Bachelor's,0,Rent,34,4,Joint,3657,Unemployed,FL,0
155610,21974,498,0.3,19,3,36,7.52,Medical,Single,5,Mortgaged,1,25562,47241,PhD,0,Mortgage,32,3,Joint,5399,Self-Employed,NC,0
147311,58245,791,0.49,33,4,12,11.59,Home Improvement,Divorced,0,Owned,1,53374,6094,PhD,0,Mortgage,4,3,Individual,978,Salaried,CA,0
48800,59051,849,0.21,16,3,48,9.01,Personal,Widowed,3,Mortgaged,0,103975,79903,High School,1,Own,18,2,Individual,4225,Salaried,FL,1
42459,41158,401,0.39,8,2,48,12.71,Medical,Widowed,2,Owned,1,103367,91413,Bachelor's,0,Rent,14,0,Joint,4398,Salaried,MI,0
63606,17513,643,0.77,23,0,24,4.98,Medical,Widowed,5,Rented,2,34491,102555,PhD,0,Rent,27,5,Joint,4711,Unemployed,IL,1
60818,44462,666,0.14,44,4,36,11.84,Personal,Single,3,Owned,0,41274,95475,Bachelor's,0,Own,7,8,Joint,1120,Self-Employed,TX,1
86930,29876,316,0.83,34,2,12,5.4,Medical,Single,3,Rented,3,28724,66903,Bachelor's,0,Own,8,1,Joint,1355,Retired,OH,0
144306,8862,536,0.83,33,0,48,4.14,Education,Divorced,3,Mortgaged,3,92805,90813,PhD,0,Mortgage,23,2,Individual,809,Salaried,PA,0
89600,17009,557,0.13,31,0,60,13.19,Education,Single,3,Mortgaged,1,81629,26595,Master's,1,Rent,6,9,Individual,5405,Salaried,TX,0
119413,54671,577,0.55,6,3,72,4.69,Education,Divorced,1,Owned,3,82979,93190,Bachelor's,1,Rent,33,5,Individual,5249,Salaried,NC,0
95857,25452,686,0.59,19,1,60,2.63,Personal,Divorced,5,Rented,1,85918,94933,PhD,0,Own,9,6,Joint,3974,Unemployed,TX,0
83134,52978,798,0.48,9,0,24,8.24,Home Improvement,Married,5,Rented,3,48382,77468,PhD,0,Mortgage,15,4,Individual,4175,Salaried,NY,0
120193,46607,534,0.64,9,1,72,5.98,Medical,Widowed,0,Rented,2,40847,12060,Master's,0,Rent,14,7,Joint,4798,Retired,FL,0
32064,12523,722,0.32,10,4,60,14.29,Personal,Widowed,4,Rented,3,38387,69181,Master's,0,Rent,14,3,Joint,4023,Salaried,NY,0
107173,7654,488,0.61,37,3,36,9.34,Personal,Widowed,3,Rented,1,79196,75812,PhD,0,Mortgage,13,9,Joint,5044,Salaried,MI,0
123082,47477,465,0.76,4,4,48,3.04,Education,Widowed,2,Owned,0,104226,85495,High School,0,Rent,8,8,Joint,4602,Retired,PA,0
47570,25381,420,0.63,16,1,36,13.16,Education,Widowed,2,Mortgaged,0,22041,101388,PhD,0,Rent,30,4,Joint,326,Retired,MI,0
65655,58700,308,0.78,38,4,36,14.88,Home Improvement,Single,4,Owned,1,92280,65322,PhD,0,Rent,30,1,Joint,3465,Self-Employed,GA,0
139497,7446,446,0.57,28,1,48,2.96,Education,Married,2,Rented,2,14130,78856,PhD,0,Mortgage,30,0,Joint,5143,Salaried,FL,0
94569,18813,794,0.24,7,0,12,8.11,Business,Widowed,1,Owned,3,107102,74953,PhD,0,Mortgage,19,1,Joint,252,Retired,GA,1
37392,51914,736,0.52,17,3,24,14.39,Business,Married,2,Owned,0,102573,102892,Master's,1,Mortgage,21,0,Joint,1787,Retired,GA,1
120654,50829,368,0.34,24,0,72,15.44,Education,Divorced,2,Owned,0,55266,25414,High School,0,Own,26,11,Individual,3341,Salaried,NY,1
33248,47172,489,0.79,16,4,72,2.13,Home Improvement,Married,2,Owned,2,111226,49754,Master's,0,Rent,16,7,Individual,3259,Unemployed,OH,0
45399,6044,413,0.12,4,5,60,7.63,Business,Widowed,1,Rented,3,76293,83824,Master's,0,Own,19,1,Individual,187,Self-Employed,IL,0
34199,39106,471,0.81,26,3,36,10.93,Education,Widowed,4,Owned,1,114455,64046,Master's,0,Rent,8,0,Individual,3429,Self-Employed,IL,0
154387,32975,769,0.16,7,1,24,9.07,Business,Widowed,3,Rented,2,119657,92141,Bachelor's,0,Rent,16,0,Joint,4919,Self-Employed,OH,0
50099,34848,773,0.29,25,4,48,5.23,Education,Divorced,5,Rented,3,18894,58571,PhD,0,Own,33,11,Joint,1883,Salaried,NC,0
132306,26878,507,0.25,34,5,24,10.33,Personal,Divorced,5,Rented,1,105545,59462,High School,0,Mortgage,6,2,Individual,2789,Self-Employed,TX,0
118476,28712,603,0.38,3,1,24,6.34,Personal,Widowed,2,Rented,3,13263,31484,Bachelor's,0,Mortgage,20,11,Individual,2758,Salaried,NY,0
125925,19703,688,0.76,7,3,12,10.75,Education,Single,3,Owned,2,100790,1287,Master's,0,Mortgage,3,1,Individual,3034,Unemployed,PA,0
40446,15091,423,0.63,32,2,48,7.77,Medical,Widowed,3,Rented,3,20078,88413,Master's,1,Mortgage,30,7,Joint,4845,Self-Employed,GA,0
145696,42907,502,0.76,13,0,72,6.86,Medical,Widowed,4,Rented,2,12734,41673,High School,0,Mortgage,20,1,Joint,3627,Unemployed,OH,0
109293,59087,454,0.19,24,2,36,14.04,Medical,Married,4,Mortgaged,2,87964,70964,Bachelor's,0,Own,2,0,Individual,1443,Self-Employed,NY,0
43136,48120,368,0.4,9,2,72,13.19,Business,Single,4,Mortgaged,1,51960,19568,High School,0,Rent,21,6,Individual,984,Salaried,NC,1
141480,47480,749,0.43,29,5,48,11.29,Education,Widowed,5,Rented,3,96120,35969,Master's,0,Rent,34,1,Individual,4808,Self-Employed,PA,0
25337,49878,754,0.61,38,4,36,9.66,Business,Single,4,Owned,2,38605,95592,PhD,0,Own,1,3,Individual,1228,Salaried,TX,1
150943,56156,681,0.28,1,1,60,10.79,Medical,Widowed,4,Mortgaged,3,27540,21483,PhD,0,Mortgage,15,4,Individual,1409,Salaried,OH,1
147029,40019,305,0.25,20,2,12,3.63,Personal,Divorced,0,Rented,0,92004,16296,High School,0,Own,13,11,Joint,2079,Self-Employed,NC,0
